Año,Trimestre,Provincia,Accesos por cada 100 hogares (Provincia),Accesos por cada 100 hab (Provincia),Accesos por cada 100 hogares (Total),Accesos por cada 100 hab (Total)
2017,1,Neuquén,61.0230200678275,18.1662540084548,54.1621158241475,16.6445653587914
2017,1,Río Negro,46.0295387411952,14.1589456556382,54.1621158241475,16.6445653587914
2017,1,Salta,32.5754893148231,7.89012629128218,54.1621158241475,16.6445653587914
2017,1,San Juan,27.0367609884239,6.88739031200583,54.1621158241475,16.6445653587914
2017,1,San Luis,9.5455001936789,2.73198352638775,54.1621158241475,16.6445653587914
2017,1,Santa Cruz,26.5249917378546,7.89382704275053,54.1621158241475,16.6445653587914
2017,1,Santa Fe,51.9701076920804,16.3422547458363,54.1621158241475,16.6445653587914
2017,1,Santiago Del Estero,14.7021194933686,3.648850889801,54.1621158241475,16.6445653587914
2017,1,Tierra Del Fuego,68.9197485128813,20.4354867056667,54.1621158241475,16.6445653587914
2017,1,Tucumán,37.900160758941,9.38885279995182,54.1621158241475,16.6445653587914
2016,4,Buenos Aires,61.2365874303569,18.5786407358338,53.9360186642862,16.5640000309732
2016,4,Capital Federal,120.631331736324,45.7837382772723,53.9360186642862,16.5640000309732
2016,4,Catamarca,26.5435155899619,6.7208130408733,53.9360186642862,16.5640000309732
2016,4,Chaco,28.7866560852553,7.65324009589054,53.9360186642862,16.5640000309732
2016,4,Chubut,36.072905464279,10.959254911599,53.9360186642862,16.5640000309732
2016,4,Córdoba,57.696719154379,17.5712914597652,53.9360186642862,16.5640000309732
2016,4,Corrientes,30.9810703764977,8.11989603111693,53.9360186642862,16.5640000309732
2016,4,Entre Ríos,45.208402854677,13.4519827391907,53.9360186642862,16.5640000309732
2016,4,Formosa,19.8482360781639,5.02928480990009,53.9360186642862,16.5640000309732
2016,4,Jujuy,22.6513870082414,5.75880438439226,53.9360186642862,16.5640000309732
2016,4,La Pampa,63.016182768654,20.6707608364078,53.9360186642862,16.5640000309732
2016,4,La Rioja,16.4553163840162,4.35056208536871,53.9360186642862,16.5640000309732
2016,4,Mendoza,32.10735338479,8.91094173348024,53.9360186642862,16.5640000309732
2016,4,Misiones,29.7201498077974,8.04702456742802,53.9360186642862,16.5640000309732
2016,4,Neuquén,60.8736672281991,17.9932474938908,53.9360186642862,16.5640000309732
2016,4,Río Negro,46.3852103506557,14.1702506094807,53.9360186642862,16.5640000309732
2016,4,Salta,32.6941197393755,7.86548754842606,53.9360186642862,16.5640000309732
2016,4,San Juan,27.2924214521971,6.91328731665229,53.9360186642862,16.5640000309732
2016,4,San Luis,9.64068243537056,2.74102682939389,53.9360186642862,16.5640000309732
2016,4,Santa Cruz,27.0467602148458,7.94078021526284,53.9360186642862,16.5640000309732
2016,4,Santa Fe,52.191050237189,16.3450119715011,53.9360186642862,16.5640000309732
2016,4,Santiago Del Estero,15.0678475104333,3.71972042933157,53.9360186642862,16.5640000309732
2016,4,Tierra Del Fuego,70.3052659053947,20.5713238639236,53.9360186642862,16.5640000309732
2016,4,Tucumán,37.9807622036193,9.34955339748364,53.9360186642862,16.5640000309732
2016,3,Buenos Aires,60.1432954546882,18.2953085979519,53.7341862288777,16.5046756740027
2016,3,Capital Federal,120.772877751015,45.854720267722,53.7341862288777,16.5046756740027
2016,3,Catamarca,26.4806767574637,6.72059087375157,53.7341862288777,16.5046756740027
2016,3,Chaco,28.910749068481,7.7068778032764,53.7341862288777,16.5046756740027
2016,3,Chubut,36.1786944287865,11.0411695849893,53.7341862288777,16.5046756740027
2016,3,Córdoba,58.243816258032,17.7855048043124,53.7341862288777,16.5046756740027
2016,3,Corrientes,31.0668788260512,8.16172673090231,53.7341862288777,16.5046756740027
2016,3,Entre Ríos,45.4351408844733,13.5523719961486,53.7341862288777,16.5046756740027
2016,3,Formosa,18.6397083028628,4.73374802305046,53.7341862288777,16.5046756740027
2016,3,Jujuy,22.6051542652569,5.76400350138348,53.7341862288777,16.5046756740027
2016,3,La Pampa,61.7317854365091,20.2948293814121,53.7341862288777,16.5046756740027
2016,3,La Rioja,17.0745591064841,4.52988708727993,53.7341862288777,16.5046756740027
2016,3,Mendoza,32.0883588456665,8.93044444956212,53.7341862288777,16.5046756740027
2016,3,Misiones,29.9053857758982,8.12165282352103,53.7341862288777,16.5046756740027
2016,3,Neuquén,60.2148508885395,17.8621510152284,53.7341862288777,16.5046756740027
2016,3,Río Negro,46.3879653621594,14.2202015652272,53.7341862288777,16.5046756740027
2016,3,Salta,32.9558316811803,7.95537239122445,53.7341862288777,16.5046756740027
2016,3,San Juan,27.3171271359908,6.93918862981469,53.7341862288777,16.5046756740027
2016,3,San Luis,9.63053968688516,2.74724252738872,53.7341862288777,16.5046756740027
2016,3,Santa Cruz,26.8352018954507,7.93248460752977,53.7341862288777,16.5046756740027
2016,3,Santa Fe,52.6721503688625,16.5293619323644,53.7341862288777,16.5046756740027
2016,3,Santiago Del Estero,15.3296465784729,3.79448087117706,53.7341862288777,16.5046756740027
2016,3,Tierra Del Fuego,68.9404924910074,20.3071031925247,53.7341862288777,16.5046756740027
2016,3,Tucumán,37.8973634102384,9.35861636036972,53.7341862288777,16.5046756740027
2016,2,Buenos Aires,59.3385267910581,18.0986845682896,53.3422011526116,16.3713514993317
2016,2,Capital Federal,120.039535048253,45.5937571210413,53.3422011526116,16.3713514993317
2016,2,Catamarca,26.0741880597406,6.6329805701326,53.3422011526116,16.3713514993317
2016,2,Chaco,28.5935505552226,7.64289673329407,53.3422011526116,16.3713514993317
2016,2,Chubut,36.1243856555634,11.0748247879331,53.3422011526116,16.3713514993317
2016,2,Córdoba,57.5479805282864,17.6203480143202,53.3422011526116,16.3713514993317
2016,2,Corrientes,30.5801620466166,8.05303989383131,53.3422011526116,16.3713514993317
2016,2,Entre Ríos,44.7388745451874,13.3773061346933,53.3422011526116,16.3713514993317
2016,2,Formosa,19.370070664564,4.93043941201745,53.3422011526116,16.3713514993317
2016,2,Jujuy,21.8882810435767,5.59776138470153,53.3422011526116,16.3713514993317
2016,2,La Pampa,60.4368602573793,19.9138554042725,53.3422011526116,16.3713514993317
2016,2,La Rioja,16.8789026111115,4.49348905893409,53.3422011526116,16.3713514993317
2016,2,Mendoza,32.1259717944259,8.96594364845842,53.3422011526116,16.3713514993317
2016,2,Misiones,29.239512823022,7.96497621687945,53.3422011526116,16.3713514993317
2016,2,Neuquén,59.098285533662,17.5941757650438,53.3422011526116,16.3713514993317
2016,2,Río Negro,46.2401130781274,14.2242913561553,53.3422011526116,16.3713514993317
2016,2,Salta,32.081726025082,7.77081242802712,53.3422011526116,16.3713514993317
2016,2,San Juan,27.3407815140911,6.96499758294645,53.3422011526116,16.3713514993317
2016,2,San Luis,9.60373385160232,2.74873045396768,53.3422011526116,16.3713514993317
2016,2,Santa Cruz,26.7289117253198,7.95535776752335,53.3422011526116,16.3713514993317
2016,2,Santa Fe,52.4364772593711,16.48911930902,53.3422011526116,16.3713514993317
2016,2,Santiago Del Estero,15.8889250473061,3.94345309540957,53.3422011526116,16.3713514993317
2016,2,Tierra Del Fuego,67.7182428825529,20.0813268442623,53.3422011526116,16.3713514993317
2016,2,Tucumán,37.2356828933842,9.22451233434258,53.3422011526116,16.3713514993317
2016,1,Buenos Aires,57.3359078225411,17.5350792164395,51.845451696958,15.9018018688339
2016,1,Capital Federal,115.160058888848,43.7577841271835,51.845451696958,15.9018018688339
2016,1,Catamarca,25.9102179811905,6.60687952691047,51.845451696958,15.9018018688339
2016,1,Chaco,28.0751464477524,7.52473407557994,51.845451696958,15.9018018688339
2016,1,Chubut,36.0927055378499,11.1159314993789,51.845451696958,15.9018018688339
2016,1,Córdoba,55.2830927837402,16.9726662396085,51.845451696958,15.9018018688339
2016,1,Corrientes,30.0807850041331,7.94060144931573,51.845451696958,15.9018018688339
2016,1,Entre Ríos,43.8459681446623,13.1425400956748,51.845451696958,15.9018018688339
2016,1,Formosa,19.0418783694349,4.85805369012364,51.845451696958,15.9018018688339
2016,1,Jujuy,21.410011288564,5.49180026198814,51.845451696958,15.9018018688339
2016,1,La Pampa,57.8408686550453,19.1017714242668,51.845451696958,15.9018018688339
2016,1,La Rioja,16.8335183724942,4.49695820154003,51.845451696958,15.9018018688339
2016,1,Mendoza,32.1233388880128,8.99056782533634,51.845451696958,15.9018018688339
2016,1,Misiones,28.3676525909563,7.75121532265461,51.845451696958,15.9018018688339
2016,1,Neuquén,55.7539370042541,16.6592100932178,51.845451696958,15.9018018688339
2016,1,Río Negro,45.8351263870833,14.1492946047505,51.845451696958,15.9018018688339
2016,1,Salta,31.3155459711532,7.61131509310719,51.845451696958,15.9018018688339
2016,1,San Juan,27.3307941100043,6.98238758065924,51.845451696958,15.9018018688339
2016,1,San Luis,9.58634628277021,2.75295018391838,51.845451696958,15.9018018688339
2016,1,Santa Cruz,26.86586252145,8.05141980281112,51.845451696958,15.9018018688339
2016,1,Santa Fe,51.2773408540762,16.1578043492324,51.845451696958,15.9018018688339
2016,1,Santiago Del Estero,16.205749206822,4.03285507054127,51.845451696958,15.9018018688339
2016,1,Tierra Del Fuego,65.8330416313501,19.6541853628346,51.845451696958,15.9018018688339
2016,1,Tucumán,36.7247713663659,9.12710614274777,51.845451696958,15.9018018688339
2015,4,Buenos Aires,58.2918218273372,17.6833488562859,52.6308875044894,16.1226969462781
2015,4,Capital Federal,118.130363211538,44.8329837809894,52.6308875044894,16.1226969462781
2015,4,Catamarca,26.2394517885919,6.64339437499843,52.6308875044894,16.1226969462781
2015,4,Chaco,28.3505662351414,7.53670916277073,52.6308875044894,16.1226969462781
2015,4,Chubut,36.8901782778659,11.2055521034806,52.6308875044894,16.1226969462781
2015,4,Córdoba,57.3648817660792,17.4691679941471,52.6308875044894,16.1226969462781
2015,4,Corrientes,30.3364314453388,7.95036315669479,52.6308875044894,16.1226969462781
2015,4,Entre Ríos,44.108548073001,13.1239623080906,52.6308875044894,16.1226969462781
2015,4,Formosa,19.0654915167863,4.83056312716579,52.6308875044894,16.1226969462781
2015,4,Jujuy,21.4714737939107,5.45834125160131,52.6308875044894,16.1226969462781
2015,4,La Pampa,58.7563372001228,19.2721612721497,52.6308875044894,16.1226969462781
2015,4,La Rioja,17.3157786484107,4.5777751342349,52.6308875044894,16.1226969462781
2015,4,Mendoza,32.4889524950014,9.01590756856533,52.6308875044894,16.1226969462781
2015,4,Misiones,28.6866588915424,7.76631710307749,52.6308875044894,16.1226969462781
2015,4,Neuquén,58.2893377687955,17.2263045298112,52.6308875044894,16.1226969462781
2015,4,Río Negro,46.4394811149431,14.1850246582903,52.6308875044894,16.1226969462781
2015,4,Salta,31.5934926480719,7.59985056808734,52.6308875044894,16.1226969462781
2015,4,San Juan,27.6648539357743,7.00715004316423,52.6308875044894,16.1226969462781
2015,4,San Luis,9.70576898450631,2.75929157725098,52.6308875044894,16.1226969462781
2015,4,Santa Cruz,27.7447690664797,8.143243109871939,52.6308875044894,16.1226969462781
2015,4,Santa Fe,52.6080897858581,16.4749431693188,52.6308875044894,16.1226969462781
2015,4,Santiago Del Estero,17.0049780380361,4.19782273142194,52.6308875044894,16.1226969462781
2015,4,Tierra Del Fuego,66.4622043362379,19.4419202409388,52.6308875044894,16.1226969462781
2015,4,Tucumán,37.0621732832959,9.12260741910043,52.6308875044894,16.1226969462781
2015,3,Buenos Aires,57.6886810560801,17.5478839831824,52.4591062215395,16.0502891476947
2015,3,Capital Federal,118.28921116432,44.9110922281475,52.4591062215395,16.0502891476947
2015,3,Catamarca,25.8637811846376,6.56384739614516,52.4591062215395,16.0502891476947
2015,3,Chaco,27.9630727934794,7.4540202988244,52.4591062215395,16.0502891476947
2015,3,Chubut,36.8118099146332,11.2335781697583,52.4591062215395,16.0502891476947
2015,3,Córdoba,57.0834037895185,17.4307349890253,52.4591062215395,16.0502891476947
2015,3,Corrientes,30.167412409019,7.92519113592012,52.4591062215395,16.0502891476947
2015,3,Entre Ríos,43.6771816352633,13.027710914374,52.4591062215395,16.0502891476947
2015,3,Formosa,18.8367517737853,4.78363992388097,52.4591062215395,16.0502891476947
2015,3,Jujuy,21.2703333470887,5.42345455542757,52.4591062215395,16.0502891476947
2015,3,La Pampa,57.9639597509152,19.055588379965,52.4591062215395,16.0502891476947
2015,3,La Rioja,17.1511294420325,4.55007908580606,52.4591062215395,16.0502891476947
2015,3,Mendoza,32.4919958318665,9.04240199075449,52.4591062215395,16.0502891476947
2015,3,Misiones,28.3063450934369,7.68704138427488,52.4591062215395,16.0502891476947
2015,3,Neuquén,54.5993148967112,16.1952130313712,52.4591062215395,16.0502891476947
2015,3,Río Negro,46.3891866567451,14.2198456021744,52.4591062215395,16.0502891476947
2015,3,Salta,31.1759452128584,7.52537878306051,52.4591062215395,16.0502891476947
2015,3,San Juan,27.66538565566,7.02746288735124,52.4591062215395,16.0502891476947
2015,3,San Luis,9.70650326873876,2.76881185526522,52.4591062215395,16.0502891476947
2015,3,Santa Cruz,27.6060609834294,8.15935448203892,52.4591062215395,16.0502891476947
2015,3,Santa Fe,52.1459547408435,16.3639671637834,52.4591062215395,16.0502891476947
2015,3,Santiago Del Estero,17.1188225313532,4.2373027191788,52.4591062215395,16.0502891476947
2015,3,Tierra Del Fuego,74.8584578403385,22.0480211219742,52.4591062215395,16.0502891476947
2015,3,Tucumán,36.6103595277426,9.04046893117945,52.4591062215395,16.0502891476947
2015,2,Buenos Aires,56.8028056143921,17.325662544573,51.7602660815406,15.8172335655737
2015,2,Capital Federal,116.066270918604,44.0848542837935,51.7602660815406,15.8172335655737
2015,2,Catamarca,25.4534180446982,6.47514486431421,51.7602660815406,15.8172335655737
2015,2,Chaco,27.4645393883995,7.34122953862533,51.7602660815406,15.8172335655737
2015,2,Chubut,36.5824672045848,11.2156780993502,51.7602660815406,15.8172335655737
2015,2,Córdoba,55.8691635078182,17.1065201027829,51.7602660815406,15.8172335655737
2015,2,Corrientes,29.5840126681085,7.79082336835569,51.7602660815406,15.8172335655737
2015,2,Entre Ríos,42.9319790164588,12.8371812612236,51.7602660815406,15.8172335655737
2015,2,Formosa,18.3602672052786,4.67347848472179,51.7602660815406,15.8172335655737
2015,2,Jujuy,20.2872190775949,5.18839248135606,51.7602660815406,15.8172335655737
2015,2,La Pampa,56.7076652253,18.6853290469759,51.7602660815406,15.8172335655737
2015,2,La Rioja,16.8831909819638,4.49467875121494,51.7602660815406,15.8172335655737
2015,2,Mendoza,32.4919958318665,9.0682944930269,51.7602660815406,15.8172335655737
2015,2,Misiones,27.3476824488217,7.4498150149301,51.7602660815406,15.8172335655737
2015,2,Neuquén,53.1173365932314,15.8141751619626,51.7602660815406,15.8172335655737
2015,2,Río Negro,45.9761201343233,14.1434385659295,51.7602660815406,15.8172335655737
2015,2,Salta,30.4611238427009,7.3784438043808,51.7602660815406,15.8172335655737
2015,2,San Juan,27.6430534204585,7.04209707875153,51.7602660815406,15.8172335655737
2015,2,San Luis,9.70797183720366,2.77861844594083,51.7602660815406,15.8172335655737
2015,2,Santa Cruz,27.0722450274482,8.05806385021754,51.7602660815406,15.8172335655737
2015,2,Santa Fe,51.1765389086788,16.0930258586793,51.7602660815406,15.8172335655737
2015,2,Santiago Del Estero,17.1105666329829,4.24666870850714,51.7602660815406,15.8172335655737
2015,2,Tierra Del Fuego,74.5078743166472,22.0959537800472,51.7602660815406,15.8172335655737
2015,2,Tucumán,35.6877056091873,8.84118769070267,51.7602660815406,15.8172335655737
2015,1,Buenos Aires,56.3704843302674,17.241393436944,51.3645863622347,15.6772340033791
2015,1,Capital Federal,114.896997148903,43.658724990074,51.3645863622347,15.6772340033791
2015,1,Catamarca,25.1094663307876,6.40301699079434,51.3645863622347,15.6772340033791
2015,1,Chaco,26.6495912203056,7.14308917535775,51.3645863622347,15.6772340033791
2015,1,Chubut,37.6127806859079,11.5857987745568,51.3645863622347,15.6772340033791
2015,1,Córdoba,54.6973465018821,16.7936219024859,51.3645863622347,15.6772340033791
2015,1,Corrientes,28.9501912819093,7.64256876399628,51.3645863622347,15.6772340033791
2015,1,Entre Ríos,42.0651933735121,12.6093360869829,51.3645863622347,15.6772340033791
2015,1,Formosa,18.1227036739718,4.62384901660949,51.3645863622347,15.6772340033791
2015,1,Jujuy,19.6897136326236,5.05087991347104,51.3645863622347,15.6772340033791
2015,1,La Pampa,55.5080323273377,18.332348933632,51.3645863622347,15.6772340033791
2015,1,La Rioja,16.7032017874138,4.46232446314409,51.3645863622347,15.6772340033791
2015,1,Mendoza,32.3658875605183,9.05923641753412,51.3645863622347,15.6772340033791
2015,1,Misiones,26.3056041051906,7.18848302796675,51.3645863622347,15.6772340033791
2015,1,Neuquén,51.9544367381025,15.5262500689212,51.3645863622347,15.6772340033791
2015,1,Río Negro,45.3269490720278,13.9938752623861,51.3645863622347,15.6772340033791
2015,1,Salta,30.0097882334428,7.29464296478474,51.3645863622347,15.6772340033791
2015,1,San Juan,27.5531927597664,7.03958245314213,51.3645863622347,15.6772340033791
2015,1,San Luis,9.71604896376059,2.79040145762204,51.3645863622347,15.6772340033791
2015,1,Santa Cruz,27.9948639434945,8.39189695742154,51.3645863622347,15.6772340033791
2015,1,Santa Fe,50.2444947593192,15.8327732920364,51.3645863622347,15.6772340033791
2015,1,Santiago Del Estero,17.0558169911586,4.24446895477843,51.3645863622347,15.6772340033791
2015,1,Tierra Del Fuego,74.2349517001027,22.1671547645866,51.3645863622347,15.6772340033791
2015,1,Tucumán,35.0786068853898,8.71860866450986,51.3645863622347,15.6772340033791
2014,4,Buenos Aires,56.0943365301975,17.0147634301905,50.4997884742653,15.3946769684574
2014,4,Capital Federal,114.896765508016,43.6046206766365,50.4997884742653,15.3946769684574
2014,4,Catamarca,25.513779082748,6.45925498005949,50.4997884742653,15.3946769684574
2014,4,Chaco,21.8707832002322,5.81368220415458,50.4997884742653,15.3946769684574
2014,4,Chubut,40.2492746845027,12.2235557846192,50.4997884742653,15.3946769684574
2014,4,Córdoba,54.696896793323,16.6557073313017,50.4997884742653,15.3946769684574
2014,4,Corrientes,23.5624309927751,6.17465506597043,50.4997884742653,15.3946769684574
2014,4,Entre Ríos,36.0254708519679,10.7183280951834,50.4997884742653,15.3946769684574
2014,4,Formosa,17.9563113616952,4.5491629692892,50.4997884742653,15.3946769684574
2014,4,Jujuy,19.5994181805212,4.98200351211736,50.4997884742653,15.3946769684574
2014,4,La Pampa,51.2731334522286,16.8165246239874,50.4997884742653,15.3946769684574
2014,4,La Rioja,17.0107508872361,4.49690190272523,50.4997884742653,15.3946769684574
2014,4,Mendoza,32.6383818761503,9.05637770520934,50.4997884742653,15.3946769684574
2014,4,Misiones,24.1624306055883,6.54066222204155,50.4997884742653,15.3946769684574
2014,4,Neuquén,52.5549896972496,15.5286641207705,50.4997884742653,15.3946769684574
2014,4,Río Negro,45.478062751204,13.8895301858479,50.4997884742653,15.3946769684574
2014,4,Salta,29.534861619578,7.10378588301479,50.4997884742653,15.3946769684574
2014,4,San Juan,28.0371457145607,7.10096175461973,50.4997884742653,15.3946769684574
2014,4,San Luis,9.7863933663512,2.7819569555272,50.4997884742653,15.3946769684574
2014,4,Santa Cruz,27.8026789696523,8.15757414246012,50.4997884742653,15.3946769684574
2014,4,Santa Fe,49.9996230234827,15.6575328569008,50.4997884742653,15.3946769684574
2014,4,Santiago Del Estero,17.2692015836451,4.26296198713424,50.4997884742653,15.3946769684574
2014,4,Tierra Del Fuego,66.1378194733832,19.3418822807275,50.4997884742653,15.3946769684574
2014,4,Tucumán,35.3208751693282,8.69321535229523,50.4997884742653,15.3946769684574
2014,3,Buenos Aires,56.754739164071,17.262998432341,50.6723681347231,15.4287688044283
2014,3,Capital Federal,113.800512332415,43.2063995929272,50.6723681347231,15.4287688044283
2014,3,Catamarca,24.7061213053276,6.26989025279194,50.6723681347231,15.4287688044283
2014,3,Chaco,21.1126667052624,5.62775722230021,50.6723681347231,15.4287688044283
2014,3,Chubut,40.5986709442745,12.3882340714514,50.6723681347231,15.4287688044283
2014,3,Córdoba,54.2336102829994,16.5601374978714,50.6723681347231,15.4287688044283
2014,3,Corrientes,22.7875350351524,5.98628267191169,50.6723681347231,15.4287688044283
2014,3,Entre Ríos,34.981647333713,10.4338264358501,50.6723681347231,15.4287688044283
2014,3,Formosa,17.7713148314683,4.51292526712683,50.6723681347231,15.4287688044283
2014,3,Jujuy,18.3685342155704,4.68339443034039,50.6723681347231,15.4287688044283
2014,3,La Pampa,55.7812017385042,18.3375340019153,50.6723681347231,15.4287688044283
2014,3,La Rioja,16.5067132740672,4.37903587474791,50.6723681347231,15.4287688044283
2014,3,Mendoza,32.3131795616557,8.99223693701461,50.6723681347231,15.4287688044283
2014,3,Misiones,23.5673569543455,6.39977366685188,50.6723681347231,15.4287688044283
2014,3,Neuquén,56.3954110270698,16.7266886493093,50.6723681347231,15.4287688044283
2014,3,Río Negro,46.1961871578301,14.1599328062096,50.6723681347231,15.4287688044283
2014,3,Salta,29.2226843537979,7.05354927369401,50.6723681347231,15.4287688044283
2014,3,San Juan,27.8542444781027,7.07524804156139,50.6723681347231,15.4287688044283
2014,3,San Luis,9.71121075967275,2.77005134128578,50.6723681347231,15.4287688044283
2014,3,Santa Cruz,28.231942904275,8.34323913237982,50.6723681347231,15.4287688044283
2014,3,Santa Fe,49.1958844455727,15.4379886546179,50.6723681347231,15.4287688044283
2014,3,Santiago Del Estero,16.4922039083019,4.08216959029359,50.6723681347231,15.4287688044283
2014,3,Tierra Del Fuego,65.6861020447619,19.3443922627806,50.6723681347231,15.4287688044283
2014,3,Tucumán,33.9437558222181,8.38167843005843,50.6723681347231,15.4287688044283
2014,2,Buenos Aires,55.0614169514339,16.7949254349917,49.8614284376576,15.1639080079061
2014,2,Capital Federal,113.14335247541,42.9747769614274,49.8614284376576,15.1639080079061
2014,2,Catamarca,24.7031188600584,6.28435543538314,49.8614284376576,15.1639080079061
2014,2,Chaco,20.9579963674944,5.60212756727661,49.8614284376576,15.1639080079061
2014,2,Chubut,41.4102098199126,12.6962893613957,49.8614284376576,15.1639080079061
2014,2,Córdoba,53.448126115626,16.3654084204053,49.8614284376576,15.1639080079061
2014,2,Corrientes,22.5756130032436,5.94526705446853,49.8614284376576,15.1639080079061
2014,2,Entre Ríos,34.6874323714598,10.3720720658694,49.8614284376576,15.1639080079061
2014,2,Formosa,17.5404117548517,4.46486967289597,49.8614284376576,15.1639080079061
2014,2,Jujuy,18.7060609994136,4.78409543407859,49.8614284376576,15.1639080079061
2014,2,La Pampa,49.7075961603446,16.3790489033622,49.8614284376576,15.1639080079061
2014,2,La Rioja,16.5025648163457,4.39338341878784,49.8614284376576,15.1639080079061
2014,2,Mendoza,32.0982381502412,8.95860097015214,49.8614284376576,15.1639080079061
2014,2,Misiones,23.3677476012998,6.36580742599405,49.8614284376576,15.1639080079061
2014,2,Neuquén,50.8427490584487,15.1375680294983,49.8614284376576,15.1639080079061
2014,2,Río Negro,45.3349103201463,13.9465694232689,49.8614284376576,15.1639080079061
2014,2,Salta,28.9145940008629,7.00401550152647,49.8614284376576,15.1639080079061
2014,2,San Juan,27.7826978179589,7.07777106262497,49.8614284376576,15.1639080079061
2014,2,San Luis,9.71791019987182,2.78151226486048,49.8614284376576,15.1639080079061
2014,2,Santa Cruz,29.3770071530543,8.7446731811569,49.8614284376576,15.1639080079061
2014,2,Santa Fe,48.3903513867014,15.2169574282303,49.8614284376576,15.1639080079061
2014,2,Santiago Del Estero,16.6955673473544,4.14368314793901,49.8614284376576,15.1639080079061
2014,2,Tierra Del Fuego,64.3560451715994,19.0863143365562,49.8614284376576,15.1639080079061
2014,2,Tucumán,33.9445268856823,8.40948858817327,49.8614284376576,15.1639080079061
2014,1,Buenos Aires,54.5700728794398,16.692346018019,49.545821345017,15.0501038728932
2014,1,Capital Federal,112.254122789269,42.6550716305864,49.545821345017,15.0501038728932
2014,1,Catamarca,24.2517512545856,6.1846145207766,49.545821345017,15.0501038728932
2014,1,Chaco,20.7185388638408,5.55367146370263,49.545821345017,15.0501038728932
2014,1,Chubut,41.2352180797243,12.7035901332393,49.545821345017,15.0501038728932
2014,1,Córdoba,52.5178475440063,16.1251831437494,49.545821345017,15.0501038728932
2014,1,Corrientes,22.3167167138389,5.89170828868197,49.545821345017,15.0501038728932
2014,1,Entre Ríos,34.3671218212502,10.3022471048393,49.545821345017,15.0501038728932
2014,1,Formosa,17.4184510793687,4.44446775479377,49.545821345017,15.0501038728932
2014,1,Jujuy,18.4153524468777,4.72430277882911,49.545821345017,15.0501038728932
2014,1,La Pampa,48.425321038282,15.9940619540067,49.545821345017,15.0501038728932
2014,1,La Rioja,16.2941048158375,4.35317490004406,49.545821345017,15.0501038728932
2014,1,Mendoza,31.9131229866058,8.93331832282328,49.545821345017,15.0501038728932
2014,1,Misiones,23.1365386484773,6.32316098194971,49.545821345017,15.0501038728932
2014,1,Neuquén,49.7916051913856,14.8822657665075,49.545821345017,15.0501038728932
2014,1,Río Negro,44.9139571317885,13.867842232252,49.545821345017,15.0501038728932
